Fecha,Hora,Turno,Boquilla,Peso (g),Etapa
2024-11-04,14:00,tarde,16,3.9261,Post ML - Mermelada
2024-11-04,14:10,tarde,1,4.9643,Post ML - Mermelada
2024-11-04,14:10,tarde,2,4.1696,Post ML - Mermelada
2024-11-04,14:10,tarde,3,4.0136,Post ML - Mermelada
2024-11-04,14:10,tarde,4,4.2401,Post ML - Mermelada
2024-11-04,14:10,tarde,5,4.8114,Post ML - Mermelada
2024-11-04,14:10,tarde,6,4.2029,Post ML - Mermelada
2024-11-04,14:10,tarde,7,3.8499,Post ML - Mermelada
2024-11-04,14:10,tarde,8,4.6995,Post ML - Mermelada
2024-11-04,14:10,tarde,9,4.3201,Post ML - Mermelada
2024-11-04,14:10,tarde,10,4.94,Post ML - Mermelada
2024-11-04,14:10,tarde,11,4.1826,Post ML - Mermelada
2024-11-04,14:10,tarde,12,3.3943,Post ML - Mermelada
2024-11-04,14:10,tarde,13,3.3138,Post ML - Mermelada
2024-11-04,14:10,tarde,14,4.8544,Post ML - Mermelada
2024-11-04,14:10,tarde,15,4.8434,Post ML - Mermelada
2024-11-04,14:10,tarde,16,3.7407,Post ML - Mermelada
2024-11-04,14:20,tarde,1,3.8654,Post ML - Mermelada
2024-11-04,14:20,tarde,2,4.8984,Post ML - Mermelada
2024-11-04,14:20,tarde,3,3.4601,Post ML - Mermelada
2024-11-04,14:20,tarde,4,3.579,Post ML - Mermelada
2024-11-04,14:20,tarde,5,4.4403,Post ML - Mermelada
2024-11-04,14:20,tarde,6,3.859,Post ML - Mermelada
2024-11-04,14:20,tarde,7,4.0771,Post ML - Mermelada
2024-11-04,14:20,tarde,8,3.9885,Post ML - Mermelada
2024-11-04,14:20,tarde,9,4.269,Post ML - Mermelada
2024-11-04,14:20,tarde,10,4.8682,Post ML - Mermelada
2024-11-04,14:20,tarde,11,4.1307,Post ML - Mermelada
2024-11-04,14:20,tarde,12,4.4406,Post ML - Mermelada
2024-11-04,14:20,tarde,13,2.9319,Post ML - Mermelada
2024-11-04,14:20,tarde,14,3.9311,Post ML - Mermelada
2024-11-04,14:20,tarde,15,3.4635,Post ML - Mermelada
2024-11-04,14:20,tarde,16,3.1936,Post ML - Mermelada
2024-11-04,14:30,tarde,1,3.5882,Post ML - Mermelada
2024-11-04,14:30,tarde,2,3.8929,Post ML - Mermelada
2024-11-04,14:30,tarde,3,4.5929,Post ML - Mermelada
2024-11-04,14:30,tarde,4,3.3372,Post ML - Mermelada
2024-11-04,14:30,tarde,5,4.0972,Post ML - Mermelada
2024-11-04,14:30,tarde,6,3.8089,Post ML - Mermelada
2024-11-04,14:30,tarde,7,3.8965,Post ML - Mermelada
2024-11-04,14:30,tarde,8,4.6415,Post ML - Mermelada
2024-11-04,14:30,tarde,9,4.3813,Post ML - Mermelada
2024-11-04,14:30,tarde,10,4.8289,Post ML - Mermelada
2024-11-04,14:30,tarde,11,3.9935,Post ML - Mermelada
2024-11-04,14:30,tarde,12,3.6903,Post ML - Mermelada
2024-11-04,14:30,tarde,13,3.9546,Post ML - Mermelada
2024-11-04,14:30,tarde,14,4.0893,Post ML - Mermelada
2024-11-04,14:30,tarde,15,4.0117,Post ML - Mermelada
2024-11-04,14:30,tarde,16,3.2644,Post ML - Mermelada
2024-11-04,14:40,tarde,1,4.1307,Post ML - Mermelada
2024-11-04,14:40,tarde,2,4.2078,Post ML - Mermelada
2024-11-04,14:40,tarde,3,5.4898,Post ML - Mermelada
2024-11-04,14:40,tarde,4,5.131,Post ML - Mermelada
2024-11-04,14:40,tarde,5,3.6022,Post ML - Mermelada
2024-11-04,14:40,tarde,6,3.9191,Post ML - Mermelada
2024-11-04,14:40,tarde,7,3.2605,Post ML - Mermelada
2024-11-04,14:40,tarde,8,3.7492,Post ML - Mermelada
2024-11-04,14:40,tarde,9,4.2567,Post ML - Mermelada
2024-11-04,14:40,tarde,10,4.7553,Post ML - Mermelada
2024-11-04,14:40,tarde,11,3.6717,Post ML - Mermelada
2024-11-04,14:40,tarde,12,3.7137,Post ML - Mermelada
2024-11-04,14:40,tarde,13,2.8775,Post ML - Mermelada
2024-11-04,14:40,tarde,14,3.8692,Post ML - Mermelada
2024-11-04,14:40,tarde,15,3.3456,Post ML - Mermelada
2024-11-04,14:40,tarde,16,3.5565,Post ML - Mermelada
2024-11-04,14:50,tarde,1,3.589,Post ML - Mermelada
2024-11-04,14:50,tarde,2,4.0272,Post ML - Mermelada
2024-11-04,14:50,tarde,3,3.0957,Post ML - Mermelada
2024-11-04,14:50,tarde,4,3.2585,Post ML - Mermelada
2024-11-04,14:50,tarde,5,5.2724,Post ML - Mermelada
2024-11-04,14:50,tarde,6,3.359,Post ML - Mermelada
2024-11-04,14:50,tarde,7,3.4658,Post ML - Mermelada
2024-11-04,14:50,tarde,8,5.1087,Post ML - Mermelada
2024-11-04,14:50,tarde,9,5.7068,Post ML - Mermelada
2024-11-04,14:50,tarde,10,3.4239,Post ML - Mermelada
2024-11-04,14:50,tarde,11,3.8738,Post ML - Mermelada
2024-11-04,14:50,tarde,12,4.2713,Post ML - Mermelada
2024-11-04,14:50,tarde,13,5.0481,Post ML - Mermelada
2024-11-04,14:50,tarde,14,3.4215,Post ML - Mermelada
2024-11-04,14:50,tarde,15,3.7849,Post ML - Mermelada
2024-11-04,14:50,tarde,16,4.2444,Post ML - Mermelada
2024-11-04,15:00,tarde,1,4.3235,Post ML - Mermelada
2024-11-04,15:00,tarde,2,3.8694,Post ML - Mermelada
2024-11-04,15:00,tarde,3,4.0051,Post ML - Mermelada
2024-11-04,15:00,tarde,4,3.3101,Post ML - Mermelada
2024-11-04,15:00,tarde,5,3.9466,Post ML - Mermelada
2024-11-04,15:00,tarde,6,3.9308,Post ML - Mermelada
2024-11-04,15:00,tarde,7,4.21,Post ML - Mermelada
2024-11-04,15:00,tarde,8,3.769,Post ML - Mermelada
2024-11-04,15:00,tarde,9,4.3441,Post ML - Mermelada
2024-11-04,15:00,tarde,10,4.6471,Post ML - Mermelada
2024-11-04,15:00,tarde,11,4.167,Post ML - Mermelada
2024-11-04,15:00,tarde,12,4.277,Post ML - Mermelada
2024-11-04,15:00,tarde,13,4.1098,Post ML - Mermelada
2024-11-04,15:00,tarde,14,3.9576,Post ML - Mermelada
2024-11-04,15:00,tarde,15,3.5289,Post ML - Mermelada
2024-11-04,15:00,tarde,16,4.0018,Post ML - Mermelada
2024-11-04,15:10,tarde,1,4.0255,Post ML - Mermelada
2024-11-04,15:10,tarde,2,5.2522,Post ML - Mermelada
2024-11-04,15:10,tarde,3,4.9611,Post ML - Mermelada
2024-11-04,15:10,tarde,4,4.2961,Post ML - Mermelada
2024-11-04,15:10,tarde,5,3.6527,Post ML - Mermelada
2024-11-04,15:10,tarde,6,3.457,Post ML - Mermelada
2024-11-04,15:10,tarde,7,4.747,Post ML - Mermelada
2024-11-04,15:10,tarde,8,4.2271,Post ML - Mermelada
2024-11-04,15:10,tarde,9,4.3489,Post ML - Mermelada
2024-11-04,15:10,tarde,10,3.103,Post ML - Mermelada
2024-11-04,15:10,tarde,11,4.5994,Post ML - Mermelada
2024-11-04,15:10,tarde,12,4.3345,Post ML - Mermelada
2024-11-04,15:10,tarde,13,3.4582,Post ML - Mermelada
2024-11-04,15:10,tarde,14,3.7015,Post ML - Mermelada
2024-11-04,15:10,tarde,15,4.0586,Post ML - Mermelada
2024-11-04,15:10,tarde,16,3.8628,Post ML - Mermelada
2024-11-04,15:20,tarde,1,3.9164,Post ML - Mermelada
2024-11-04,15:20,tarde,2,4.022,Post ML - Mermelada
2024-11-04,15:20,tarde,3,3.9389,Post ML - Mermelada
2024-11-04,15:20,tarde,4,4.1654,Post ML - Mermelada
2024-11-04,15:20,tarde,5,4.904,Post ML - Mermelada
2024-11-04,15:20,tarde,6,2.6427,Post ML - Mermelada
2024-11-04,15:20,tarde,7,3.9474,Post ML - Mermelada
2024-11-04,15:20,tarde,8,4.1788,Post ML - Mermelada
2024-11-04,15:20,tarde,9,4.2458,Post ML - Mermelada
2024-11-04,15:20,tarde,10,3.8717,Post ML - Mermelada
2024-11-04,15:20,tarde,11,3.0962,Post ML - Mermelada
2024-11-04,15:20,tarde,12,4.2637,Post ML - Mermelada
2024-11-04,15:20,tarde,13,5.0473,Post ML - Mermelada
2024-11-04,15:20,tarde,14,3.1244,Post ML - Mermelada
2024-11-04,15:20,tarde,15,4.3812,Post ML - Mermelada
2024-11-04,15:20,tarde,16,3.6623,Post ML - Mermelada
2024-11-04,15:30,tarde,1,4.0457,Post ML - Mermelada
2024-11-04,15:30,tarde,2,3.4904,Post ML - Mermelada
2024-11-04,15:30,tarde,3,3.8927,Post ML - Mermelada
2024-11-04,15:30,tarde,4,4.808,Post ML - Mermelada
2024-11-04,15:30,tarde,5,4.4063,Post ML - Mermelada
2024-11-04,15:30,tarde,6,5.0501,Post ML - Mermelada
2024-11-04,15:30,tarde,7,4.7394,Post ML - Mermelada
2024-11-04,15:30,tarde,8,4.3259,Post ML - Mermelada
2024-11-04,15:30,tarde,9,5.0566,Post ML - Mermelada
2024-11-04,15:30,tarde,10,4.3258,Post ML - Mermelada
2024-11-04,15:30,tarde,11,4.5437,Post ML - Mermelada
2024-11-04,15:30,tarde,12,3.9139,Post ML - Mermelada
2024-11-04,15:30,tarde,13,4.1173,Post ML - Mermelada
2024-11-04,15:30,tarde,14,3.5788,Post ML - Mermelada
2024-11-04,15:30,tarde,15,4.4488,Post ML - Mermelada
2024-11-04,15:30,tarde,16,3.2149,Post ML - Mermelada
2024-11-04,22:00,noche,1,4.4381,Post ML - Mermelada
2024-11-04,22:00,noche,2,3.8932,Post ML - Mermelada
2024-11-04,22:00,noche,3,4.6559,Post ML - Mermelada
2024-11-04,22:00,noche,4,4.4205,Post ML - Mermelada
2024-11-04,22:00,noche,5,5.0196,Post ML - Mermelada
2024-11-04,22:00,noche,6,4.4092,Post ML - Mermelada
2024-11-04,22:00,noche,7,3.1197,Post ML - Mermelada
2024-11-04,22:00,noche,8,3.9625,Post ML - Mermelada
2024-11-04,22:00,noche,9,3.3437,Post ML - Mermelada
2024-11-04,22:00,noche,10,3.7098,Post ML - Mermelada
2024-11-04,22:00,noche,11,4.8463,Post ML - Mermelada
2024-11-04,22:00,noche,12,4.357,Post ML - Mermelada
2024-11-04,22:00,noche,13,3.6086,Post ML - Mermelada
2024-11-04,22:00,noche,14,3.3293,Post ML - Mermelada
2024-11-04,22:00,noche,15,3.8576,Post ML - Mermelada
2024-11-04,22:00,noche,16,3.1196,Post ML - Mermelada
2024-11-04,22:10,noche,1,3.6242,Post ML - Mermelada
2024-11-04,22:10,noche,2,4.1747,Post ML - Mermelada
2024-11-04,22:10,noche,3,4.647,Post ML - Mermelada
2024-11-04,22:10,noche,4,4.3409,Post ML - Mermelada
2024-11-04,22:10,noche,5,2.7169,Post ML - Mermelada
2024-11-04,22:10,noche,6,4.1704,Post ML - Mermelada
2024-11-04,22:10,noche,7,4.0403,Post ML - Mermelada
2024-11-04,22:10,noche,8,4.2318,Post ML - Mermelada
2024-11-04,22:10,noche,9,4.9051,Post ML - Mermelada
2024-11-04,22:10,noche,10,2.8446,Post ML - Mermelada
2024-11-04,22:10,noche,11,3.669,Post ML - Mermelada
2024-11-04,22:10,noche,12,4.3309,Post ML - Mermelada
2024-11-04,22:10,noche,13,3.1143,Post ML - Mermelada
2024-11-04,22:10,noche,14,4.6817,Post ML - Mermelada
2024-11-04,22:10,noche,15,4.038,Post ML - Mermelada
2024-11-04,22:10,noche,16,4.2056,Post ML - Mermelada
2024-11-04,22:20,noche,1,3.6803,Post ML - Mermelada
2024-11-04,22:20,noche,2,4.4557,Post ML - Mermelada
2024-11-04,22:20,noche,3,4.5983,Post ML - Mermelada
2024-11-04,22:20,noche,4,4.1304,Post ML - Mermelada
2024-11-04,22:20,noche,5,4.1313,Post ML - Mermelada
2024-11-04,22:20,noche,6,4.1514,Post ML - Mermelada
2024-11-04,22:20,noche,7,3.5165,Post ML - Mermelada
2024-11-04,22:20,noche,8,3.9174,Post ML - Mermelada
2024-11-04,22:20,noche,9,3.9146,Post ML - Mermelada
2024-11-04,22:20,noche,10,4.2147,Post ML - Mermelada
2024-11-04,22:20,noche,11,4.5599,Post ML - Mermelada
2024-11-04,22:20,noche,12,3.4072,Post ML - Mermelada
2024-11-04,22:20,noche,13,3.93,Post ML - Mermelada
2024-11-04,22:20,noche,14,4.6847,Post ML - Mermelada
2024-11-04,22:20,noche,15,3.4402,Post ML - Mermelada
2024-11-04,22:20,noche,16,3.3272,Post ML - Mermelada
2024-11-04,22:30,noche,1,4.1133,Post ML - Mermelada
2024-11-04,22:30,noche,2,4.4729,Post ML - Mermelada
2024-11-04,22:30,noche,3,4.0064,Post ML - Mermelada
2024-11-04,22:30,noche,4,4.7442,Post ML - Mermelada
2024-11-04,22:30,noche,5,4.4798,Post ML - Mermelada
2024-11-04,22:30,noche,6,4.4714,Post ML - Mermelada
2024-11-04,22:30,noche,7,4.3103,Post ML - Mermelada
2024-11-04,22:30,noche,8,5.3035,Post ML - Mermelada
2024-11-04,22:30,noche,9,3.8851,Post ML - Mermelada
2024-11-04,22:30,noche,10,2.878,Post ML - Mermelada
2024-11-04,22:30,noche,11,4.8984,Post ML - Mermelada
2024-11-04,22:30,noche,12,3.7437,Post ML - Mermelada
2024-11-04,22:30,noche,13,4.0604,Post ML - Mermelada
2024-11-04,22:30,noche,14,4.5913,Post ML - Mermelada
2024-11-04,22:30,noche,15,2.9786,Post ML - Mermelada
2024-11-04,22:30,noche,16,3.1011,Post ML - Mermelada
2024-11-04,22:40,noche,1,3.1033,Post ML - Mermelada
2024-11-04,22:40,noche,2,3.5553,Post ML - Mermelada
2024-11-04,22:40,noche,3,4.2462,Post ML - Mermelada
2024-11-04,22:40,noche,4,4.2935,Post ML - Mermelada
2024-11-04,22:40,noche,5,4.1547,Post ML - Mermelada
2024-11-04,22:40,noche,6,3.2089,Post ML - Mermelada
2024-11-04,22:40,noche,7,2.7063,Post ML - Mermelada
2024-11-04,22:40,noche,8,4.0304,Post ML - Mermelada
2024-11-04,22:40,noche,9,3.7358,Post ML - Mermelada
2024-11-04,22:40,noche,10,4.2573,Post ML - Mermelada
2024-11-04,22:40,noche,11,4.3931,Post ML - Mermelada
2024-11-04,22:40,noche,12,4.0774,Post ML - Mermelada
2024-11-04,22:40,noche,13,4.4257,Post ML - Mermelada
2024-11-04,22:40,noche,14,4.0045,Post ML - Mermelada
2024-11-04,22:40,noche,15,4.125,Post ML - Mermelada
2024-11-04,22:40,noche,16,3.3891,Post ML - Mermelada
2024-11-04,22:50,noche,1,3.8994,Post ML - Mermelada
2024-11-04,22:50,noche,2,4.1102,Post ML - Mermelada
2024-11-04,22:50,noche,3,4.4595,Post ML - Mermelada
2024-11-04,22:50,noche,4,3.7795,Post ML - Mermelada
2024-11-04,22:50,noche,5,4.2919,Post ML - Mermelada
2024-11-04,22:50,noche,6,3.8511,Post ML - Mermelada
2024-11-04,22:50,noche,7,3.9342,Post ML - Mermelada
2024-11-04,22:50,noche,8,4.4645,Post ML - Mermelada
2024-11-04,22:50,noche,9,2.8839,Post ML - Mermelada
2024-11-04,22:50,noche,10,3.274,Post ML - Mermelada
2024-11-04,22:50,noche,11,3.17,Post ML - Mermelada
2024-11-04,22:50,noche,12,2.6932,Post ML - Mermelada
2024-11-04,22:50,noche,13,3.6202,Post ML - Mermelada
2024-11-04,22:50,noche,14,4.2871,Post ML - Mermelada
2024-11-04,22:50,noche,15,3.6868,Post ML - Mermelada
2024-11-04,22:50,noche,16,3.8641,Post ML - Mermelada
2024-11-04,23:00,noche,1,4.61,Post ML - Mermelada
2024-11-04,23:00,noche,2,4.7435,Post ML - Mermelada
2024-11-04,23:00,noche,3,3.9613,Post ML - Mermelada
2024-11-04,23:00,noche,4,4.758,Post ML - Mermelada
2024-11-04,23:00,noche,5,4.0516,Post ML - Mermelada
2024-11-04,23:00,noche,6,3.5311,Post ML - Mermelada
2024-11-04,23:00,noche,7,3.6671,Post ML - Mermelada
2024-11-04,23:00,noche,8,3.1709,Post ML - Mermelada
2024-11-04,23:00,noche,9,3.5026,Post ML - Mermelada
2024-11-04,23:00,noche,10,3.7995,Post ML - Mermelada
2024-11-04,23:00,noche,11,4.45,Post ML - Mermelada
