Fecha,Hora,Turno,Boquilla,Peso (g),Etapa
2024-11-04,06:20,mañana,7,3.8713,Post ML - Crema
2024-11-04,06:20,mañana,8,4.6383,Post ML - Crema
2024-11-04,06:20,mañana,9,4.6865,Post ML - Crema
2024-11-04,06:20,mañana,10,4.5824,Post ML - Crema
2024-11-04,06:20,mañana,11,3.9539,Post ML - Crema
2024-11-04,06:20,mañana,12,4.4207,Post ML - Crema
2024-11-04,06:20,mañana,13,4.3607,Post ML - Crema
2024-11-04,06:20,mañana,14,4.3254,Post ML - Crema
2024-11-04,06:20,mañana,15,4.5155,Post ML - Crema
2024-11-04,06:20,mañana,16,4.1071,Post ML - Crema
2024-11-04,06:30,mañana,1,4.653,Post ML - Crema
2024-11-04,06:30,mañana,2,4.3351,Post ML - Crema
2024-11-04,06:30,mañana,3,4.4503,Post ML - Crema
2024-11-04,06:30,mañana,4,4.6283,Post ML - Crema
2024-11-04,06:30,mañana,5,3.5423,Post ML - Crema
2024-11-04,06:30,mañana,6,4.1338,Post ML - Crema
2024-11-04,06:30,mañana,7,4.0554,Post ML - Crema
2024-11-04,06:30,mañana,8,3.9678,Post ML - Crema
2024-11-04,06:30,mañana,9,4.1569,Post ML - Crema
2024-11-04,06:30,mañana,10,5.0774,Post ML - Crema
2024-11-04,06:30,mañana,11,3.8498,Post ML - Crema
2024-11-04,06:30,mañana,12,4.8035,Post ML - Crema
2024-11-04,06:30,mañana,13,3.4249,Post ML - Crema
2024-11-04,06:30,mañana,14,4.0433,Post ML - Crema
2024-11-04,06:30,mañana,15,4.1654,Post ML - Crema
2024-11-04,06:30,mañana,16,4.2825,Post ML - Crema
2024-11-04,06:40,mañana,1,4.6698,Post ML - Crema
2024-11-04,06:40,mañana,2,4.7125,Post ML - Crema
2024-11-04,06:40,mañana,3,4.1187,Post ML - Crema
2024-11-04,06:40,mañana,4,4.0596,Post ML - Crema
2024-11-04,06:40,mañana,5,4.7461,Post ML - Crema
2024-11-04,06:40,mañana,6,4.2005,Post ML - Crema
2024-11-04,06:40,mañana,7,3.6366,Post ML - Crema
2024-11-04,06:40,mañana,8,3.7107,Post ML - Crema
2024-11-04,06:40,mañana,9,3.8219,Post ML - Crema
2024-11-04,06:40,mañana,10,4.5585,Post ML - Crema
2024-11-04,06:40,mañana,11,4.3741,Post ML - Crema
2024-11-04,06:40,mañana,12,4.6591,Post ML - Crema
2024-11-04,06:40,mañana,13,4.0778,Post ML - Crema
2024-11-04,06:40,mañana,14,4.2948,Post ML - Crema
2024-11-04,06:40,mañana,15,4.394,Post ML - Crema
2024-11-04,06:40,mañana,16,3.8494,Post ML - Crema
2024-11-04,06:50,mañana,1,4.5375,Post ML - Crema
2024-11-04,06:50,mañana,2,3.9558,Post ML - Crema
2024-11-04,06:50,mañana,3,4.1112,Post ML - Crema
2024-11-04,06:50,mañana,4,4.1015,Post ML - Crema
2024-11-04,06:50,mañana,5,3.6782,Post ML - Crema
2024-11-04,06:50,mañana,6,4.5532,Post ML - Crema
2024-11-04,06:50,mañana,7,4.0559,Post ML - Crema
2024-11-04,06:50,mañana,8,4.3065,Post ML - Crema
2024-11-04,06:50,mañana,9,4.55,Post ML - Crema
2024-11-04,06:50,mañana,10,4.5322,Post ML - Crema
2024-11-04,06:50,mañana,11,4.646,Post ML - Crema
2024-11-04,06:50,mañana,12,4.2488,Post ML - Crema
2024-11-04,06:50,mañana,13,4.0799,Post ML - Crema
2024-11-04,06:50,mañana,14,4.1734,Post ML - Crema
2024-11-04,06:50,mañana,15,3.2515,Post ML - Crema
2024-11-04,06:50,mañana,16,3.2992,Post ML - Crema
2024-11-04,07:00,mañana,1,3.6122,Post ML - Crema
2024-11-04,07:00,mañana,2,3.7814,Post ML - Crema
2024-11-04,07:00,mañana,3,4.5079,Post ML - Crema
2024-11-04,07:00,mañana,4,3.8292,Post ML - Crema
2024-11-04,07:00,mañana,5,4.1034,Post ML - Crema
2024-11-04,07:00,mañana,6,4.9756,Post ML - Crema
2024-11-04,07:00,mañana,7,4.1147,Post ML - Crema
2024-11-04,07:00,mañana,8,4.6835,Post ML - Crema
2024-11-04,07:00,mañana,9,3.8145,Post ML - Crema
2024-11-04,07:00,mañana,10,4.1932,Post ML - Crema
2024-11-04,07:00,mañana,11,3.806,Post ML - Crema
2024-11-04,07:00,mañana,12,4.1237,Post ML - Crema
2024-11-04,07:00,mañana,13,4.737,Post ML - Crema
2024-11-04,07:00,mañana,14,3.3338,Post ML - Crema
2024-11-04,07:00,mañana,15,4.2996,Post ML - Crema
2024-11-04,07:00,mañana,16,4.114,Post ML - Crema
2024-11-04,07:10,mañana,1,3.991,Post ML - Crema
2024-11-04,07:10,mañana,2,3.548,Post ML - Crema
2024-11-04,07:10,mañana,3,4.3375,Post ML - Crema
2024-11-04,07:10,mañana,4,4.0247,Post ML - Crema
2024-11-04,07:10,mañana,5,4.421,Post ML - Crema
2024-11-04,07:10,mañana,6,4.3114,Post ML - Crema
2024-11-04,07:10,mañana,7,5.1329,Post ML - Crema
2024-11-04,07:10,mañana,8,4.1755,Post ML - Crema
2024-11-04,07:10,mañana,9,3.7678,Post ML - Crema
2024-11-04,07:10,mañana,10,4.3932,Post ML - Crema
2024-11-04,07:10,mañana,11,4.4144,Post ML - Crema
2024-11-04,07:10,mañana,12,5.0068,Post ML - Crema
2024-11-04,07:10,mañana,13,4.7343,Post ML - Crema
2024-11-04,07:10,mañana,14,4.3959,Post ML - Crema
2024-11-04,07:10,mañana,15,4.8079,Post ML - Crema
2024-11-04,07:10,mañana,16,3.4241,Post ML - Crema
2024-11-04,07:20,mañana,1,3.9673,Post ML - Crema
2024-11-04,07:20,mañana,2,3.8182,Post ML - Crema
2024-11-04,07:20,mañana,3,4.0973,Post ML - Crema
2024-11-04,07:20,mañana,4,3.5841,Post ML - Crema
2024-11-04,07:20,mañana,5,4.6303,Post ML - Crema
2024-11-04,07:20,mañana,6,4.1844,Post ML - Crema
2024-11-04,07:20,mañana,7,3.5352,Post ML - Crema
2024-11-04,07:20,mañana,8,3.7719,Post ML - Crema
2024-11-04,07:20,mañana,9,4.463,Post ML - Crema
2024-11-04,07:20,mañana,10,4.7358,Post ML - Crema
2024-11-04,07:20,mañana,11,5.3383,Post ML - Crema
2024-11-04,07:20,mañana,12,5.8152,Post ML - Crema
2024-11-04,07:20,mañana,13,4.5155,Post ML - Crema
2024-11-04,07:20,mañana,14,3.7097,Post ML - Crema
2024-11-04,07:20,mañana,15,3.0318,Post ML - Crema
2024-11-04,07:20,mañana,16,4.1285,Post ML - Crema
2024-11-04,07:30,mañana,1,3.8773,Post ML - Crema
2024-11-04,07:30,mañana,2,4.084,Post ML - Crema
2024-11-04,07:30,mañana,3,3.9817,Post ML - Crema
2024-11-04,07:30,mañana,4,4.2268,Post ML - Crema
2024-11-04,07:30,mañana,5,4.8543,Post ML - Crema
2024-11-04,07:30,mañana,6,4.3817,Post ML - Crema
2024-11-04,07:30,mañana,7,4.2175,Post ML - Crema
2024-11-04,07:30,mañana,8,3.7615,Post ML - Crema
2024-11-04,07:30,mañana,9,3.4292,Post ML - Crema
2024-11-04,07:30,mañana,10,4.0471,Post ML - Crema
2024-11-04,07:30,mañana,11,4.272,Post ML - Crema
2024-11-04,07:30,mañana,12,5.2193,Post ML - Crema
2024-11-04,07:30,mañana,13,4.3677,Post ML - Crema
2024-11-04,07:30,mañana,14,4.7148,Post ML - Crema
2024-11-04,07:30,mañana,15,3.8383,Post ML - Crema
2024-11-04,07:30,mañana,16,3.426,Post ML - Crema
2024-11-04,14:00,tarde,1,3.9271,Post ML - Crema
2024-11-04,14:00,tarde,2,4.0519,Post ML - Crema
2024-11-04,14:00,tarde,3,5.5358,Post ML - Crema
2024-11-04,14:00,tarde,4,4.0019,Post ML - Crema
2024-11-04,14:00,tarde,5,4.865,Post ML - Crema
2024-11-04,14:00,tarde,6,3.9595,Post ML - Crema
2024-11-04,14:00,tarde,7,4.9134,Post ML - Crema
2024-11-04,14:00,tarde,8,4.6292,Post ML - Crema
2024-11-04,14:00,tarde,9,4.3475,Post ML - Crema
2024-11-04,14:00,tarde,10,4.4078,Post ML - Crema
2024-11-04,14:00,tarde,11,4.0885,Post ML - Crema
2024-11-04,14:00,tarde,12,4.661,Post ML - Crema
2024-11-04,14:00,tarde,13,4.1924,Post ML - Crema
2024-11-04,14:00,tarde,14,3.7159,Post ML - Crema
2024-11-04,14:00,tarde,15,3.5762,Post ML - Crema
2024-11-04,14:00,tarde,16,4.2024,Post ML - Crema
2024-11-04,14:10,tarde,1,5.2501,Post ML - Crema
2024-11-04,14:10,tarde,2,4.5122,Post ML - Crema
2024-11-04,14:10,tarde,3,4.3673,Post ML - Crema
2024-11-04,14:10,tarde,4,4.5776,Post ML - Crema
2024-11-04,14:10,tarde,5,5.1081,Post ML - Crema
2024-11-04,14:10,tarde,6,4.5431,Post ML - Crema
2024-11-04,14:10,tarde,7,4.2153,Post ML - Crema
2024-11-04,14:10,tarde,8,5.0043,Post ML - Crema
2024-11-04,14:10,tarde,9,4.652,Post ML - Crema
2024-11-04,14:10,tarde,10,5.2276,Post ML - Crema
2024-11-04,14:10,tarde,11,4.5243,Post ML - Crema
2024-11-04,14:10,tarde,12,3.7923,Post ML - Crema
2024-11-04,14:10,tarde,13,3.7176,Post ML - Crema
2024-11-04,14:10,tarde,14,5.1817,Post ML - Crema
2024-11-04,14:10,tarde,15,5.059,Post ML - Crema
2024-11-04,14:10,tarde,16,4.0322,Post ML - Crema
2024-11-04,14:20,tarde,1,4.2297,Post ML - Crema
2024-11-04,14:20,tarde,2,5.189,Post ML - Crema
2024-11-04,14:20,tarde,3,3.8533,Post ML - Crema
2024-11-04,14:20,tarde,4,3.9637,Post ML - Crema
2024-11-04,14:20,tarde,5,4.7635,Post ML - Crema
2024-11-04,14:20,tarde,6,4.2238,Post ML - Crema
2024-11-04,14:20,tarde,7,4.4263,Post ML - Crema
2024-11-04,14:20,tarde,8,4.344,Post ML - Crema
2024-11-04,14:20,tarde,9,4.6045,Post ML - Crema
2024-11-04,14:20,tarde,10,5.1609,Post ML - Crema
2024-11-04,14:20,tarde,11,4.4761,Post ML - Crema
2024-11-04,14:20,tarde,12,4.7638,Post ML - Crema
2024-11-04,14:20,tarde,13,3.3629,Post ML - Crema
2024-11-04,14:20,tarde,14,4.3156,Post ML - Crema
2024-11-04,14:20,tarde,15,3.791,Post ML - Crema
2024-11-04,14:20,tarde,16,3.5296,Post ML - Crema
2024-11-04,14:30,tarde,1,3.9724,Post ML - Crema
2024-11-04,14:30,tarde,2,4.2553,Post ML - Crema
2024-11-04,14:30,tarde,3,4.9053,Post ML - Crema
2024-11-04,14:30,tarde,4,3.7393,Post ML - Crema
2024-11-04,14:30,tarde,5,4.4449,Post ML - Crema
2024-11-04,14:30,tarde,6,4.1772,Post ML - Crema
2024-11-04,14:30,tarde,7,4.2586,Post ML - Crema
2024-11-04,14:30,tarde,8,4.9504,Post ML - Crema
2024-11-04,14:30,tarde,9,4.7088,Post ML - Crema
2024-11-04,14:30,tarde,10,5.1244,Post ML - Crema
2024-11-04,14:30,tarde,11,4.3487,Post ML - Crema
2024-11-04,14:30,tarde,12,4.0671,Post ML - Crema
2024-11-04,14:30,tarde,13,4.3126,Post ML - Crema
2024-11-04,14:30,tarde,14,4.464,Post ML - Crema
2024-11-04,14:30,tarde,15,4.2948,Post ML - Crema
2024-11-04,14:30,tarde,16,3.5946,Post ML - Crema
2024-11-04,14:40,tarde,1,4.4761,Post ML - Crema
2024-11-04,14:40,tarde,2,4.5477,Post ML - Crema
2024-11-04,14:40,tarde,3,5.7381,Post ML - Crema
2024-11-04,14:40,tarde,4,5.405,Post ML - Crema
2024-11-04,14:40,tarde,5,3.9853,Post ML - Crema
2024-11-04,14:40,tarde,6,4.2796,Post ML - Crema
2024-11-04,14:40,tarde,7,3.668,Post ML - Crema
2024-11-04,14:40,tarde,8,4.1218,Post ML - Crema
2024-11-04,14:40,tarde,9,4.5931,Post ML - Crema
2024-11-04,14:40,tarde,10,5.056,Post ML - Crema
2024-11-04,14:40,tarde,11,4.0499,Post ML - Crema
2024-11-04,14:40,tarde,12,4.0888,Post ML - Crema
2024-11-04,14:40,tarde,13,3.3124,Post ML - Crema
2024-11-04,14:40,tarde,14,4.2575,Post ML - Crema
2024-11-04,14:40,tarde,15,3.6827,Post ML - Crema
2024-11-04,14:40,tarde,16,3.8629,Post ML - Crema
2024-11-04,14:50,tarde,1,3.973,Post ML - Crema
2024-11-04,14:50,tarde,2,4.38,Post ML - Crema
2024-11-04,14:50,tarde,3,3.515,Post ML - Crema
2024-11-04,14:50,tarde,4,3.6661,Post ML - Crema
2024-11-04,14:50,tarde,5,5.5362,Post ML - Crema
2024-11-04,14:50,tarde,6,3.7595,Post ML - Crema
2024-11-04,14:50,tarde,7,3.8587,Post ML - Crema
2024-11-04,14:50,tarde,8,5.3842,Post ML - Crema
2024-11-04,14:50,tarde,9,5.9396,Post ML - Crema
2024-11-04,14:50,tarde,10,3.8198,Post ML - Crema
2024-11-04,14:50,tarde,11,4.2375,Post ML - Crema
2024-11-04,14:50,tarde,12,4.6066,Post ML - Crema
2024-11-04,14:50,tarde,13,5.3279,Post ML - Crema
2024-11-04,14:50,tarde,14,3.8375,Post ML - Crema
2024-11-04,14:50,tarde,15,4.0864,Post ML - Crema
2024-11-04,14:50,tarde,16,4.4949,Post ML - Crema
2024-11-04,15:00,tarde,1,4.6551,Post ML - Crema
2024-11-04,15:00,tarde,2,4.2334,Post ML - Crema
2024-11-04,15:00,tarde,3,4.3594,Post ML - Crema
2024-11-04,15:00,tarde,4,3.7141,Post ML - Crema
2024-11-04,15:00,tarde,5,4.3051,Post ML - Crema
2024-11-04,15:00,tarde,6,4.2905,Post ML - Crema
2024-11-04,15:00,tarde,7,4.5497,Post ML - Crema
2024-11-04,15:00,tarde,8,4.1402,Post ML - Crema
2024-11-04,15:00,tarde,9,4.6742,Post ML - Crema
2024-11-04,15:00,tarde,10,4.9556,Post ML - Crema
2024-11-04,15:00,tarde,11,4.5098,Post ML - Crema
2024-11-04,15:00,tarde,12,4.6119,Post ML - Crema
2024-11-04,15:00,tarde,13,4.4566,Post ML - Crema
2024-11-04,15:00,tarde,14,4.3405,Post ML - Crema
2024-11-04,15:00,tarde,15,3.8511,Post ML - Crema
2024-11-04,15:00,tarde,16,4.272,Post ML - Crema
2024-11-04,15:10,tarde,1,4.3784,Post ML - Crema
2024-11-04,15:10,tarde,2,5.5174,Post ML - Crema
2024-11-04,15:10,tarde,3,5.2471,Post ML - Crema
2024-11-04,15:10,tarde,4,4.6296,Post ML - Crema
2024-11-04,15:10,tarde,5,4.0322,Post ML - Crema
2024-11-04,15:10,tarde,6,3.8505,Post ML - Crema
2024-11-04,15:10,tarde,7,5.0484,Post ML - Crema
2024-11-04,15:10,tarde,8,4.5656,Post ML - Crema
2024-11-04,15:10,tarde,9,4.6787,Post ML - Crema
2024-11-04,15:10,tarde,10,3.5218,Post ML - Crema
2024-11-04,15:10,tarde,11,4.9113,Post ML - Crema
2024-11-04,15:10,tarde,12,4.6653,Post ML - Crema
2024-11-04,15:10,tarde,13,3.8516,Post ML - Crema
2024-11-04,15:10,tarde,14,4.1001,Post ML - Crema
2024-11-04,15:10,tarde,15,4.3378,Post ML - Crema
2024-11-04,15:10,tarde,16,4.1443,Post ML - Crema
2024-11-04,15:20,tarde,1,4.2771,Post ML - Crema
2024-11-04,15:20,tarde,2,4.3752,Post ML - Crema
2024-11-04,15:20,tarde,3,4.298,Post ML - Crema
2024-11-04,15:20,tarde,4,4.5083,Post ML - Crema
2024-11-04,15:20,tarde,5,5.1942,Post ML - Crema
2024-11-04,15:20,tarde,6,3.0943,Post ML - Crema
2024-11-04,15:20,tarde,7,4.3058,Post ML - Crema
2024-11-04,15:20,tarde,8,4.5208,Post ML - Crema
2024-11-04,15:20,tarde,9,4.5829,Post ML - Crema
2024-11-04,15:20,tarde,10,4.2356,Post ML - Crema
2024-11-04,15:20,tarde,11,3.5155,Post ML - Crema
2024-11-04,15:20,tarde,12,4.5996,Post ML - Crema
2024-11-04,15:20,tarde,13,5.3272,Post ML - Crema
2024-11-04,15:20,tarde,14,3.5588,Post ML - Crema
2024-11-04,15:20,tarde,15,4.6343,Post ML - Crema
2024-11-04,15:20,tarde,16,3.9601,Post ML - Crema
2024-11-04,15:30,tarde,1,4.3971,Post ML - Crema
2024-11-04,15:30,tarde,2,3.8815,Post ML - Crema
2024-11-04,15:30,tarde,3,4.2551,Post ML - Crema
2024-11-04,15:30,tarde,4,5.105,Post ML - Crema
2024-11-04,15:30,tarde,5,4.732,Post ML - Crema
2024-11-04,15:30,tarde,6,5.3298,Post ML - Crema
2024-11-04,15:30,tarde,7,5.0413,Post ML - Crema
2024-11-04,15:30,tarde,8,4.6573,Post ML - Crema
2024-11-04,15:30,tarde,9,5.3358,Post ML - Crema
2024-11-04,15:30,tarde,10,4.6573,Post ML - Crema
2024-11-04,15:30,tarde,11,4.8596,Post ML - Crema
2024-11-04,15:30,tarde,12,4.2748,Post ML - Crema
2024-11-04,15:30,tarde,13,4.4636,Post ML - Crema
2024-11-04,15:30,tarde,14,3.985,Post ML - Crema
2024-11-04,15:30,tarde,15,4.6964,Post ML - Crema
2024-11-04,15:30,tarde,16,3.5491,Post ML - Crema
2024-11-04,22:00,noche,1,4.7068,Post ML - Crema
2024-11-04,22:00,noche,2,4.2009,Post ML - Crema
2024-11-04,22:00,noche,3,4.909,Post ML - Crema
2024-11-04,22:00,noche,4,4.6905,Post ML - Crema
2024-11-04,22:00,noche,5,5.2467,Post ML - Crema
2024-11-04,22:00,noche,6,4.68,Post ML - Crema
2024-11-04,22:00,noche,7,3.4825,Post ML - Crema
2024-11-04,22:00,noche,8,4.2652,Post ML - Crema
2024-11-04,22:00,noche,9,3.6906,Post ML - Crema
2024-11-04,22:00,noche,10,4.0305,Post ML - Crema
2024-11-04,22:00,noche,11,5.0858,Post ML - Crema
2024-11-04,22:00,noche,12,4.6315,Post ML - Crema
2024-11-04,22:00,noche,13,3.9366,Post ML - Crema
2024-11-04,22:00,noche,14,3.6974,Post ML - Crema
2024-11-04,22:00,noche,15,4.1012,Post ML - Crema
2024-11-04,22:00,noche,16,3.4107,Post ML - Crema
2024-11-04,22:10,noche,1,3.951,Post ML - Crema
2024-11-04,22:10,noche,2,4.4622,Post ML - Crema
2024-11-04,22:10,noche,3,4.9008,Post ML - Crema
2024-11-04,22:10,noche,4,4.6166,Post ML - Crema
2024-11-04,22:10,noche,5,3.1085,Post ML - Crema
2024-11-04,22:10,noche,6,4.4583,Post ML - Crema
2024-11-04,22:10,noche,7,4.3375,Post ML - Crema
2024-11-04,22:10,noche,8,4.5152,Post ML - Crema
2024-11-04,22:10,noche,9,5.1404,Post ML - Crema
2024-11-04,22:10,noche,10,3.2271,Post ML - Crema
2024-11-04,22:10,noche,11,3.9926,Post ML - Crema
2024-11-04,22:10,noche,12,4.6073,Post ML - Crema
2024-11-04,22:10,noche,13,3.4776,Post ML - Crema
2024-11-04,22:10,noche,14,4.9661,Post ML - Crema
2024-11-04,22:10,noche,15,4.267,Post ML - Crema
2024-11-04,22:10,noche,16,4.4084,Post ML - Crema
2024-11-04,22:20,noche,1,4.0031,Post ML - Crema
2024-11-04,22:20,noche,2,4.7232,Post ML - Crema
2024-11-04,22:20,noche,3,4.8556,Post ML - Crema
2024-11-04,22:20,noche,4,4.4211,Post ML - Crema
2024-11-04,22:20,noche,5,4.4219,Post ML - Crema
2024-11-04,22:20,noche,6,4.4406,Post ML - Crema
2024-11-04,22:20,noche,7,3.8511,Post ML - Crema
2024-11-04,22:20,noche,8,4.2233,Post ML - Crema
2024-11-04,22:20,noche,9,4.2207,Post ML - Crema
2024-11-04,22:20,noche,10,4.4994,Post ML - Crema
2024-11-04,22:20,noche,11,4.8199,Post ML - Crema
2024-11-04,22:20,noche,12,3.7496,Post ML - Crema
2024-11-04,22:20,noche,13,4.235,Post ML - Crema
2024-11-04,22:20,noche,14,4.9689,Post ML - Crema
2024-11-04,22:20,noche,15,3.7177,Post ML - Crema
2024-11-04,22:20,noche,16,3.6014,Post ML - Crema
2024-11-04,22:30,noche,1,4.4052,Post ML - Crema
2024-11-04,22:30,noche,2,4.7391,Post ML - Crema
2024-11-04,22:30,noche,3,4.3059,Post ML - Crema
2024-11-04,22:30,noche,4,4.9911,Post ML - Crema
2024-11-04,22:30,noche,5,4.7455,Post ML - Crema
2024-11-04,22:30,noche,6,4.7377,Post ML - Crema
2024-11-04,22:30,noche,7,4.5881,Post ML - Crema
2024-11-04,22:30,noche,8,5.5104,Post ML - Crema
2024-11-04,22:30,noche,9,4.1933,Post ML - Crema
2024-11-04,22:30,noche,10,3.2582,Post ML - Crema
2024-11-04,22:30,noche,11,5.1342,Post ML - Crema
2024-11-04,22:30,noche,12,4.062,Post ML - Crema
2024-11-04,22:30,noche,13,4.3561,Post ML - Crema
2024-11-04,22:30,noche,14,4.8813,Post ML - Crema
2024-11-04,22:30,noche,15,3.2935,Post ML - Crema
2024-11-04,22:30,noche,16,3.3937,Post ML - Crema
2024-11-04,22:40,noche,1,3.4673,Post ML - Crema
2024-11-04,22:40,noche,2,3.887,Post ML - Crema
2024-11-04,22:40,noche,3,4.5286,Post ML - Crema
2024-11-04,22:40,noche,4,4.5726,Post ML - Crema
2024-11-04,22:40,noche,5,4.4437,Post ML - Crema
2024-11-04,22:40,noche,6,3.5654,Post ML - Crema
2024-11-04,22:40,noche,7,3.0987,Post ML - Crema
2024-11-04,22:40,noche,8,4.3283,Post ML - Crema
2024-11-04,22:40,noche,9,4.0547,Post ML - Crema
2024-11-04,22:40,noche,10,4.5389,Post ML - Crema
2024-11-04,22:40,noche,11,4.665,Post ML - Crema
2024-11-04,22:40,noche,12,4.3719,Post ML - Crema
2024-11-04,22:40,noche,13,4.6953,Post ML - Crema
2024-11-04,22:40,noche,14,4.3308,Post ML - Crema
2024-11-04,22:40,noche,15,4.3469,Post ML - Crema
2024-11-04,22:40,noche,16,3.6582,Post ML - Crema
2024-11-04,22:50,noche,1,4.2066,Post ML - Crema
2024-11-04,22:50,noche,2,4.4023,Post ML - Crema
2024-11-04,22:50,noche,3,4.7267,Post ML - Crema
2024-11-04,22:50,noche,4,4.0953,Post ML - Crema
2024-11-04,22:50,noche,5,4.571,Post ML - Crema
2024-11-04,22:50,noche,6,4.1618,Post ML - Crema
2024-11-04,22:50,noche,7,4.2389,Post ML - Crema
2024-11-04,22:50,noche,8,4.7313,Post ML - Crema
2024-11-04,22:50,noche,9,3.2636,Post ML - Crema
2024-11-04,22:50,noche,10,3.6258,Post ML - Crema
2024-11-04,22:50,noche,11,3.5293,Post ML - Crema
2024-11-04,22:50,noche,12,3.0865,Post ML - Crema
2024-11-04,22:50,noche,13,3.9473,Post ML - Crema
2024-11-04,22:50,noche,14,4.5959,Post ML - Crema
2024-11-04,22:50,noche,15,3.9443,Post ML - Crema
2024-11-04,22:50,noche,16,4.0947,Post ML - Crema
2024-11-04,23:00,noche,1,4.8664,Post ML - Crema
2024-11-04,23:00,noche,2,4.9904,Post ML - Crema
2024-11-04,23:00,noche,3,4.264,Post ML - Crema
2024-11-04,23:00,noche,4,5.0039,Post ML - Crema
2024-11-04,23:00,noche,5,4.3479,Post ML - Crema
2024-11-04,23:00,noche,6,3.8646,Post ML - Crema
2024-11-04,23:00,noche,7,3.9909,Post ML - Crema
2024-11-04,23:00,noche,8,3.5301,Post ML - Crema
2024-11-04,23:00,noche,9,3.8382,Post ML - Crema
2024-11-04,23:00,noche,10,4.1138,Post ML - Crema
2024-11-04,23:00,noche,11,4.7179,Post ML - Crema
2024-11-04,23:00,noche,12,5.1948,Post ML - Crema
2024-11-04,23:00,noche,13,3.5813,Post ML - Crema
2024-11-04,23:00,noche,14,4.4142,Post ML - Crema
2024-11-04,23:00,noche,15,3.571,Post ML - Crema
2024-11-04,23:00,noche,16,4.2286,Post ML - Crema
2024-11-04,23:10,noche,1,4.2318,Post ML - Crema
2024-11-04,23:10,noche,2,3.3479,Post ML - Crema
2024-11-04,23:10,noche,3,4.7827,Post ML - Crema
2024-11-04,23:10,noche,4,3.9854,Post ML - Crema
2024-11-04,23:10,noche,5,4.0224,Post ML - Crema
2024-11-04,23:10,noche,6,3.7437,Post ML - Crema
2024-11-04,23:10,noche,7,3.9598,Post ML - Crema
2024-11-04,23:10,noche,8,4.5225,Post ML - Crema
2024-11-04,23:10,noche,9,4.2016,Post ML - Crema
2024-11-04,23:10,noche,10,4.4709,Post ML - Crema
2024-11-04,23:10,noche,11,4.4882,Post ML - Crema
2024-11-04,23:10,noche,12,4.9867,Post ML - Crema
2024-11-04,23:10,noche,13,4.1218,Post ML - Crema
2024-11-04,23:10,noche,14,3.4614,Post ML - Crema
2024-11-04,23:10,noche,15,4.6122,Post ML - Crema
2024-11-04,23:10,noche,16,3.8387,Post ML - Crema
2024-11-04,23:20,noche,1,4.8796,Post ML - Crema
2024-11-04,23:20,noche,2,4.4994,Post ML - Crema
2024-11-04,23:20,noche,3,4.2318,Post ML - Crema
2024-11-04,23:20,noche,4,4.4814,Post ML - Crema
2024-11-04,23:20,noche,5,5.3145,Post ML - Crema
2024-11-04,23:20,noche,6,5.38,Post ML - Crema
2024-11-04,23:20,noche,7,4.3361,Post ML - Crema
